complaint_id,complaint,complaints_type,label
835,I wish to complain about a Healthcare advertisement that general advertising standards. This was seen recently and requires investigation.,other,0
836,I wish to complain about a Healthcare advertisement that inappropriate sexual content. This was seen recently and requires investigation.,taste and decency,5
837,I wish to complain about a Automotive advertisement that targeting vulnerable audiences. This was seen recently and requires investigation.,placement,3
838,I wish to complain about a Financial Services advertisement that placement in children's content. This was seen recently and requires investigation.,placement,3
839,I wish to complain about a Financial Services advertisement that inappropriate product promotion to children. This was seen recently and requires investigation.,children issues,4
840,I wish to complain about a Telecommunications advertisement that distressing imagery. This was seen recently and requires investigation.,taste and decency,5
841,I wish to complain about a Real Estate advertisement that encouragement of excessive consumption. This was seen recently and requires investigation.,social responsibility,2
842,I wish to complain about a Sports & Fitness advertisement that pressure on parents through children. This was seen recently and requires investigation.,children issues,4
843,I wish to complain about a FMCG advertisement that inappropriate product promotion to children. This was seen recently and requires investigation.,children issues,4
844,I wish to complain about a Technology advertisement that trivializing serious issues. This was seen recently and requires investigation.,social responsibility,2
845,I wish to complain about a Insurance advertisement that inappropriate sexual content. This was seen recently and requires investigation.,taste and decency,5
846,I wish to complain about a FMCG advertisement that unrealistic expectations for children. This was seen recently and requires investigation.,children issues,4
847,I wish to complain about a Education advertisement that inappropriate sexual content. This was seen recently and requires investigation.,taste and decency,5
848,I wish to complain about a Cosmetics advertisement that harmful gender stereotypes. This was seen recently and requires investigation.,taste and decency,5
849,I wish to complain about a E-commerce advertisement that false environmental claims. This was seen recently and requires investigation.,misleading,1
850,I wish to complain about a Education advertisement that discriminatory content. This was seen recently and requires investigation.,taste and decency,5
851,I wish to complain about a Retail advertisement that promotion of harmful stereotypes. This was seen recently and requires investigation.,social responsibility,2
852,I wish to complain about a Automotive advertisement that inappropriate timing during sensitive content. This was seen recently and requires investigation.,placement,3
853,I wish to complain about a Healthcare advertisement that distressing imagery. This was seen recently and requires investigation.,taste and decency,5
854,I wish to complain about a Home & Garden advertisement that copyright infringement. This was seen recently and requires investigation.,other,0
855,I wish to complain about a Insurance advertisement that technical implementation issues. This was seen recently and requires investigation.,other,0
856,I wish to complain about a Real Estate advertisement that encouragement of gambling behavior. This was seen recently and requires investigation.,social responsibility,2
857,I wish to complain about a Home & Garden advertisement that false scarcity tactics. This was seen recently and requires investigation.,misleading,1
858,I wish to complain about a Healthcare advertisement that direct exhortation to children. This was seen recently and requires investigation.,children issues,4
859,I wish to complain about a Insurance advertisement that inappropriate sexual content. This was seen recently and requires investigation.,taste and decency,5
860,I wish to complain about a Insurance advertisement that trivializing serious issues. This was seen recently and requires investigation.,social responsibility,2
861,I wish to complain about a Sports & Fitness advertisement that trivializing serious issues. This was seen recently and requires investigation.,social responsibility,2
862,I wish to complain about a Real Estate advertisement that promotion of unhealthy lifestyle choices. This was seen recently and requires investigation.,social responsibility,2
863,I wish to complain about a Technology advertisement that discriminatory content. This was seen recently and requires investigation.,taste and decency,5
864,I wish to complain about a Financial Services advertisement that discriminatory content. This was seen recently and requires investigation.,taste and decency,5
865,I wish to complain about a Entertainment advertisement that hidden terms and conditions. This was seen recently and requires investigation.,misleading,1
866,I wish to complain about a Insurance advertisement that encouragement of excessive consumption. This was seen recently and requires investigation.,social responsibility,2
867,I wish to complain about a Real Estate advertisement that pressure on parents through children. This was seen recently and requires investigation.,children issues,4
868,I wish to complain about a Financial Services advertisement that false environmental claims. This was seen recently and requires investigation.,misleading,1
869,I wish to complain about a Automotive advertisement that discriminatory content. This was seen recently and requires investigation.,taste and decency,5
870,I wish to complain about a Home & Garden advertisement that unrealistic expectations for children. This was seen recently and requires investigation.,children issues,4
871,I wish to complain about a Insurance advertisement that technical implementation issues. This was seen recently and requires investigation.,other,0
872,I wish to complain about a Education advertisement that promotion of harmful stereotypes. This was seen recently and requires investigation.,social responsibility,2
873,I wish to complain about a FMCG advertisement that pressure on parents through children. This was seen recently and requires investigation.,children issues,4
874,I wish to complain about a E-commerce advertisement that trivializing serious issues. This was seen recently and requires investigation.,social responsibility,2
875,I wish to complain about a Sports & Fitness advertisement that discriminatory content. This was seen recently and requires investigation.,taste and decency,5
876,I wish to complain about a Insurance advertisement that misleading qualification or certification claims. This was seen recently and requires investigation.,misleading,1
877,I wish to complain about a Fashion advertisement that inappropriate positioning near schools. This was seen recently and requires investigation.,placement,3
878,I wish to complain about a Healthcare advertisement that accessibility concerns. This was seen recently and requires investigation.,other,0
879,I wish to complain about a Education advertisement that inappropriate targeting of minors. This was seen recently and requires investigation.,children issues,4
880,I wish to complain about a Technology advertisement that promotion of harmful stereotypes. This was seen recently and requires investigation.,social responsibility,2
881,I wish to complain about a Automotive advertisement that unsubstantiated health claims. This was seen recently and requires investigation.,misleading,1
882,I wish to complain about a Sports & Fitness advertisement that distressing imagery. This was seen recently and requires investigation.,taste and decency,5
883,I wish to complain about a Financial Services advertisement that discriminatory content. This was seen recently and requires investigation.,taste and decency,5
884,I wish to complain about a Social Media advertisement that normalization of dangerous behavior. This was seen recently and requires investigation.,social responsibility,2
885,I wish to complain about a Retail advertisement that inappropriate use of serious issues. This was seen recently and requires investigation.,taste and decency,5
886,I wish to complain about a Travel advertisement that pressure on parents through children. This was seen recently and requires investigation.,children issues,4
887,I wish to complain about a Education advertisement that targeting vulnerable audiences. This was seen recently and requires investigation.,placement,3
888,I wish to complain about a Electronics advertisement that unrealistic expectations for children. This was seen recently and requires investigation.,children issues,4
889,I wish to complain about a Travel advertisement that targeting vulnerable audiences. This was seen recently and requires investigation.,placement,3
890,I wish to complain about a Food & Beverage advertisement that inappropriate product promotion to children. This was seen recently and requires investigation.,children issues,4
891,I wish to complain about a Real Estate advertisement that offensive cultural references. This was seen recently and requires investigation.,taste and decency,5
892,I wish to complain about a Sports & Fitness advertisement that direct exhortation to children. This was seen recently and requires investigation.,children issues,4
893,I wish to complain about a Healthcare advertisement that false environmental claims. This was seen recently and requires investigation.,misleading,1
894,I wish to complain about a Electronics advertisement that inappropriate use of serious issues. This was seen recently and requires investigation.,taste and decency,5
895,I wish to complain about a Financial Services advertisement that misleading qualification or certification claims. This was seen recently and requires investigation.,misleading,1
896,I wish to complain about a Social Media advertisement that accessibility concerns. This was seen recently and requires investigation.,other,0
897,I wish to complain about a Automotive advertisement that promotion of unhealthy lifestyle choices. This was seen recently and requires investigation.,social responsibility,2
898,I wish to complain about a Technology advertisement that harmful gender stereotypes. This was seen recently and requires investigation.,taste and decency,5
899,I wish to complain about a Healthcare advertisement that misleading pricing or savings claims. This was seen recently and requires investigation.,misleading,1
900,I wish to complain about a Fashion advertisement that offensive cultural references. This was seen recently and requires investigation.,taste and decency,5
901,I wish to complain about a Telecommunications advertisement that offensive cultural references. This was seen recently and requires investigation.,taste and decency,5
902,I wish to complain about a Electronics advertisement that unsubstantiated health claims. This was seen recently and requires investigation.,misleading,1
903,I wish to complain about a Travel advertisement that false environmental claims. This was seen recently and requires investigation.,misleading,1
904,I wish to complain about a E-commerce advertisement that direct exhortation to children. This was seen recently and requires investigation.,children issues,4
905,I wish to complain about a Real Estate advertisement that distressing imagery. This was seen recently and requires investigation.,taste and decency,5
906,I wish to complain about a Financial Services advertisement that inappropriate timing during sensitive content. This was seen recently and requires investigation.,placement,3
907,I wish to complain about a Telecommunications advertisement that inappropriate targeting of minors. This was seen recently and requires investigation.,children issues,4
908,I wish to complain about a Retail advertisement that discriminatory content. This was seen recently and requires investigation.,taste and decency,5
909,I wish to complain about a Home & Garden advertisement that harmful gender stereotypes. This was seen recently and requires investigation.,taste and decency,5
910,I wish to complain about a Insurance advertisement that inappropriate use of serious issues. This was seen recently and requires investigation.,taste and decency,5
911,I wish to complain about a E-commerce advertisement that pressure on parents through children. This was seen recently and requires investigation.,children issues,4
912,I wish to complain about a Travel advertisement that promotion of unhealthy lifestyle choices. This was seen recently and requires investigation.,social responsibility,2
913,I wish to complain about a Food & Beverage advertisement that placement in children's content. This was seen recently and requires investigation.,placement,3
914,I wish to complain about a Real Estate advertisement that exploitation of children's inexperience. This was seen recently and requires investigation.,children issues,4
915,I wish to complain about a Technology advertisement that distressing imagery. This was seen recently and requires investigation.,taste and decency,5
916,I wish to complain about a Financial Services advertisement that promotion of unhealthy lifestyle choices. This was seen recently and requires investigation.,social responsibility,2
917,I wish to complain about a Healthcare advertisement that inappropriate timing during sensitive content. This was seen recently and requires investigation.,placement,3
918,I wish to complain about a Travel advertisement that encouragement of excessive consumption. This was seen recently and requires investigation.,social responsibility,2
919,I wish to complain about a Fashion advertisement that inappropriate timing during sensitive content. This was seen recently and requires investigation.,placement,3
920,I wish to complain about a Home & Garden advertisement that unrealistic expectations for children. This was seen recently and requires investigation.,children issues,4
921,I wish to complain about a E-commerce advertisement that inappropriate product promotion to children. This was seen recently and requires investigation.,children issues,4
922,I wish to complain about a Social Media advertisement that inappropriate targeting of minors. This was seen recently and requires investigation.,children issues,4
923,I wish to complain about a Retail advertisement that trivializing serious issues. This was seen recently and requires investigation.,social responsibility,2
924,I wish to complain about a Technology advertisement that accessibility concerns. This was seen recently and requires investigation.,other,0
925,I wish to complain about a Home & Garden advertisement that general advertising standards. This was seen recently and requires investigation.,other,0
926,I wish to complain about a Automotive advertisement that false environmental claims. This was seen recently and requires investigation.,misleading,1
927,I wish to complain about a Education advertisement that promotion of harmful stereotypes. This was seen recently and requires investigation.,social responsibility,2
928,I wish to complain about a Automotive advertisement that inappropriate product promotion to children. This was seen recently and requires investigation.,children issues,4
929,I wish to complain about a Social Media advertisement that excessive frequency in residential areas. This was seen recently and requires investigation.,placement,3
930,I wish to complain about a E-commerce advertisement that distressing imagery. This was seen recently and requires investigation.,taste and decency,5
931,I wish to complain about a Sports & Fitness advertisement that inappropriate use of serious issues. This was seen recently and requires investigation.,taste and decency,5
932,I wish to complain about a Food & Beverage advertisement that offensive cultural references. This was seen recently and requires investigation.,taste and decency,5
933,I wish to complain about a Social Media advertisement that inappropriate targeting of minors. This was seen recently and requires investigation.,children issues,4
934,I wish to complain about a Healthcare advertisement that inappropriate sexual content. This was seen recently and requires investigation.,taste and decency,5
935,I wish to complain about a Social Media advertisement that discriminatory content. This was seen recently and requires investigation.,taste and decency,5
936,I wish to complain about a Real Estate advertisement that promotion of harmful stereotypes. This was seen recently and requires investigation.,social responsibility,2
937,I wish to complain about a Insurance advertisement that trivializing serious issues. This was seen recently and requires investigation.,social responsibility,2
938,I wish to complain about a Sports & Fitness advertisement that misleading qualification or certification claims. This was seen recently and requires investigation.,misleading,1
939,I wish to complain about a Social Media advertisement that encouragement of excessive consumption. This was seen recently and requires investigation.,social responsibility,2
940,I wish to complain about a Automotive advertisement that promotion of harmful stereotypes. This was seen recently and requires investigation.,social responsibility,2
941,I wish to complain about a Healthcare advertisement that misleading comparison with competitors. This was seen recently and requires investigation.,misleading,1
942,I wish to complain about a Travel advertisement that inappropriate positioning near schools. This was seen recently and requires investigation.,placement,3
943,I wish to complain about a Technology advertisement that intrusive public space advertising. This was seen recently and requires investigation.,placement,3
944,I wish to complain about a E-commerce advertisement that pressure on parents through children. This was seen recently and requires investigation.,children issues,4
945,I wish to complain about a Food & Beverage advertisement that exploitation of children's inexperience. This was seen recently and requires investigation.,children issues,4
946,I wish to complain about a Financial Services advertisement that harmful gender stereotypes. This was seen recently and requires investigation.,taste and decency,5
947,I wish to complain about a Social Media advertisement that inappropriate positioning near schools. This was seen recently and requires investigation.,placement,3
948,I wish to complain about a Social Media advertisement that hidden terms and conditions. This was seen recently and requires investigation.,misleading,1
949,I wish to complain about a Home & Garden advertisement that offensive cultural references. This was seen recently and requires investigation.,taste and decency,5
950,I wish to complain about a Cosmetics advertisement that intrusive public space advertising. This was seen recently and requires investigation.,placement,3
951,I wish to complain about a Cosmetics advertisement that unsubstantiated health claims. This was seen recently and requires investigation.,misleading,1
952,I wish to complain about a Cosmetics advertisement that hidden terms and conditions. This was seen recently and requires investigation.,misleading,1
953,I wish to complain about a Retail advertisement that discriminatory content. This was seen recently and requires investigation.,taste and decency,5
954,I wish to complain about a Automotive advertisement that accessibility concerns. This was seen recently and requires investigation.,other,0
955,I wish to complain about a Retail advertisement that direct exhortation to children. This was seen recently and requires investigation.,children issues,4
956,I wish to complain about a Sports & Fitness advertisement that offensive cultural references. This was seen recently and requires investigation.,taste and decency,5
957,I wish to complain about a Home & Garden advertisement that false environmental claims. This was seen recently and requires investigation.,misleading,1
958,I wish to complain about a Retail advertisement that discriminatory content. This was seen recently and requires investigation.,taste and decency,5
959,I wish to complain about a Real Estate advertisement that inappropriate timing during sensitive content. This was seen recently and requires investigation.,placement,3
960,I wish to complain about a Education advertisement that offensive cultural references. This was seen recently and requires investigation.,taste and decency,5
961,I wish to complain about a Insurance advertisement that inappropriate use of serious issues. This was seen recently and requires investigation.,taste and decency,5
962,I wish to complain about a Retail advertisement that exaggerated performance claims. This was seen recently and requires investigation.,misleading,1
963,I wish to complain about a Technology advertisement that targeting vulnerable audiences. This was seen recently and requires investigation.,placement,3
964,I wish to complain about a Food & Beverage advertisement that harmful gender stereotypes. This was seen recently and requires investigation.,taste and decency,5
965,I wish to complain about a Telecommunications advertisement that placement in children's content. This was seen recently and requires investigation.,placement,3
966,I wish to complain about a Telecommunications advertisement that distressing imagery. This was seen recently and requires investigation.,taste and decency,5
967,I wish to complain about a E-commerce advertisement that copyright infringement. This was seen recently and requires investigation.,other,0
968,I wish to complain about a Real Estate advertisement that normalization of dangerous behavior. This was seen recently and requires investigation.,social responsibility,2
969,I wish to complain about a Financial Services advertisement that offensive cultural references. This was seen recently and requires investigation.,taste and decency,5
970,I wish to complain about a Social Media advertisement that misleading qualification or certification claims. This was seen recently and requires investigation.,misleading,1
971,I wish to complain about a Sports & Fitness advertisement that inappropriate timing during sensitive content. This was seen recently and requires investigation.,placement,3
972,I wish to complain about a FMCG advertisement that inappropriate product promotion to children. This was seen recently and requires investigation.,children issues,4
973,I wish to complain about a Electronics advertisement that inappropriate use of serious issues. This was seen recently and requires investigation.,taste and decency,5
974,I wish to complain about a Entertainment advertisement that encouragement of excessive consumption. This was seen recently and requires investigation.,social responsibility,2
975,I wish to complain about a Insurance advertisement that inappropriate timing during sensitive content. This was seen recently and requires investigation.,placement,3
976,I wish to complain about a FMCG advertisement that pressure on parents through children. This was seen recently and requires investigation.,children issues,4
977,I wish to complain about a Home & Garden advertisement that intrusive public space advertising. This was seen recently and requires investigation.,placement,3
978,I wish to complain about a Technology advertisement that inappropriate sexual content. This was seen recently and requires investigation.,taste and decency,5
979,I wish to complain about a FMCG advertisement that pressure on parents through children. This was seen recently and requires investigation.,children issues,4
980,I wish to complain about a Healthcare advertisement that exaggerated performance claims. This was seen recently and requires investigation.,misleading,1
981,I wish to complain about a Telecommunications advertisement that misleading pricing or savings claims. This was seen recently and requires investigation.,misleading,1
982,I wish to complain about a Automotive advertisement that misleading qualification or certification claims. This was seen recently and requires investigation.,misleading,1
983,I wish to complain about a Entertainment advertisement that inappropriate targeting of minors. This was seen recently and requires investigation.,children issues,4
984,I wish to complain about a Financial Services advertisement that inappropriate sexual content. This was seen recently and requires investigation.,taste and decency,5
985,I wish to complain about a Sports & Fitness advertisement that distressing imagery. This was seen recently and requires investigation.,taste and decency,5
986,I wish to complain about a Home & Garden advertisement that hidden terms and conditions. This was seen recently and requires investigation.,misleading,1
987,I wish to complain about a Technology advertisement that inappropriate sexual content. This was seen recently and requires investigation.,taste and decency,5
988,I wish to complain about a Automotive advertisement that false environmental claims. This was seen recently and requires investigation.,misleading,1
989,I wish to complain about a Healthcare advertisement that inappropriate use of serious issues. This was seen recently and requires investigation.,taste and decency,5
990,I wish to complain about a Entertainment advertisement that discriminatory content. This was seen recently and requires investigation.,taste and decency,5
991,I wish to complain about a Healthcare advertisement that pressure on parents through children. This was seen recently and requires investigation.,children issues,4
992,I wish to complain about a Cosmetics advertisement that trivializing serious issues. This was seen recently and requires investigation.,social responsibility,2
993,I wish to complain about a Electronics advertisement that general advertising standards. This was seen recently and requires investigation.,other,0
994,I wish to complain about a E-commerce advertisement that false scarcity tactics. This was seen recently and requires investigation.,misleading,1
995,I wish to complain about a Travel advertisement that inappropriate targeting of minors. This was seen recently and requires investigation.,children issues,4
996,I wish to complain about a Travel advertisement that copyright infringement. This was seen recently and requires investigation.,other,0
997,I wish to complain about a FMCG advertisement that exaggerated performance claims. This was seen recently and requires investigation.,misleading,1
998,I wish to complain about a Electronics advertisement that pressure on parents through children. This was seen recently and requires investigation.,children issues,4
999,I wish to complain about a Travel advertisement that trivializing serious issues. This was seen recently and requires investigation.,social responsibility,2
1000,I wish to complain about a Real Estate advertisement that pressure on parents through children. This was seen recently and requires investigation.,children issues,4
